Sch_div,School,Division,Street,City,State,Zip,Latitude,Longitude
Swanson Middle Arlington County Public Schools,Swanson Middle,Arlington County Public Schools,5800 Washington Blvd,Arlington,VA,22205,38.883183,-77.13888
Williamsburg Middle Arlington County Public Schools,Williamsburg Middle,Arlington County Public Schools,3600 N Harrison St,Arlington,VA,22207,38.909719,-77.146372
Central Academy Middle Botetourt County Public Schools,Central Academy Middle,Botetourt County Public Schools,367 Poor Farm Rd,Fincastle,VA,24090,37.507537,-79.863341
Read Mountain Middle Botetourt County Public Schools,Read Mountain Middle,Botetourt County Public Schools,182 Orchard Hill Dr,Cloverdale,VA,24077,37.357804,-79.902749
Admiral Richard E. Byrd Middle Frederick County Public Schools,Admiral Richard E. Byrd Middle,Frederick County Public Schools,134 Rosa Lane,Winchester,VA,22602,39.124505,-78.14901
Frederick County Middle Frederick County Public Schools,Frederick County Middle,Frederick County Public Schools,4661 North Frederick Pike,Winchester,VA,22603,39.268811,-78.251105
James Wood Middle Frederick County Public Schools,James Wood Middle,Frederick County Public Schools,1313 Amherst Street,Winchester,VA,22601,39.18972,-78.18471
Robert E. Aylor Middle Frederick County Public Schools,Robert E. Aylor Middle,Frederick County Public Schools,471 White Oak Road,White Post,VA,22663,39.084355,-78.169442
Skyline Middle Harrisonburg City Public Schools,Skyline Middle,Harrisonburg City Public Schools,470 Linda Lane,Harrisonburg,VA,22802,38.439951,-78.836743
Thomas Harrison Middle Harrisonburg City Public Schools,Thomas Harrison Middle,Harrisonburg City Public Schools,1311 W. Market Street,Harrisonburg,VA,22801,38.452441,-78.891065
Auburn Middle Montgomery County Public Schools,Auburn Middle,Montgomery County Public Schools,4163 Riner Rd,Riner,VA,24149,37.061952,-80.442841
Blacksburg Middle Montgomery County Public Schools,Blacksburg Middle,Montgomery County Public Schools,3109 Price's Fork Rd.,Blacksburg,VA,24060,37.214758,-80.461422
Christiansburg Middle Montgomery County Public Schools,Christiansburg Middle,Montgomery County Public Schools,"1205 Buffalo Drive, NW",Christiansburg,VA,24073,37.122416,-80.42532
Shawsville Middle Montgomery County Public Schools,Shawsville Middle,Montgomery County Public Schools,4179 Old Town Rd,Shawsville,VA,24162,37.152878,-80.263621
Crittenden Middle Newport News City Public Schools,Crittenden Middle,Newport News City Public Schools,6158 Jefferson Ave,Newport News,VA,23605,37.026716,-76.445587
Ethel M. Gildersleeve Middle Newport News City Public Schools,Ethel M. Gildersleeve Middle,Newport News City Public Schools,1 Minton Dr,Newport News,VA,23606,37.072401,-76.500454
Homer L. Hines Middle Newport News City Public Schools,Homer L. Hines Middle,Newport News City Public Schools,561 McLawhorne Dr,Newport News,VA,23601,37.044145,-76.461254
Huntington Middle Newport News City Public Schools,Huntington Middle,Newport News City Public Schools,5800 Marshall Ave,Newport News,VA,23605,37.006319,-76.427199
Mary Passage Middle Newport News City Public Schools,Mary Passage Middle,Newport News City Public Schools,400 Atkinson Way,Newport News,VA,23608,37.148482,-76.546476
Elkton Middle Rockingham County Public Schools,Elkton Middle,Rockingham County Public Schools,21063 Blue and Gold Dr,Elkton,VA,22827,38.404228,-78.608649
J. Frank Hillyard Middle Rockingham County Public Schools,J. Frank Hillyard Middle,Rockingham County Public Schools,226 Hawks Hill Drive,Broadway,VA,22815,38.617321,-78.802046
Montevideo Middle Rockingham County Public Schools,Montevideo Middle,Rockingham County Public Schools,7648 McGaheysville Rd,Penn Laird,VA,22846,38.365633,-78.774699
Wilbur S. Pence Middle Rockingham County Public Schools,Wilbur S. Pence Middle,Rockingham County Public Schools,375 Bowman Road,Dayton,VA,22821,38.418735,-78.943435
Peter Muhlenberg Middle Shenandoah County Public Schools,Peter Muhlenberg Middle,Shenandoah County Public Schools,1251 Susan Ave,Woodstock,VA,22664,38.863327,-78.52642
Signal Knob Middle Shenandoah County Public Schools,Signal Knob Middle,Shenandoah County Public Schools,687 Sandy Hook Road,Strasburg,VA,22657,38.97669,-78.36585
Damascus Middle Washington County Public Schools,Damascus Middle,Washington County Public Schools,32101 Government Rd,Damascus,VA,24236,36.639748,-81.803944
E.B. Stanley Middle Washington County Public Schools,E.B. Stanley Middle,Washington County Public Schools,297 Stanley St,Abingdon,VA,24210,36.724214,-81.953897
Glade Spring Middle Washington County Public Schools,Glade Spring Middle,Washington County Public Schools,33474 Stage Coach Rd,Glade Spring,VA,24340,36.777691,-81.778963
Wallace Middle Washington County Public Schools,Wallace Middle,Washington County Public Schools,13077 Wallace Pike,Bristol,VA,24202,36.650319,-82.130952
Bailey Bridge Middle Chesterfield County Public Schools,Bailey Bridge Middle,Chesterfield County Public Schools,12501 Bailey Bridge Rd,Midlothian,VA,23112,37.408296,-77.616729
Carver Middle Chesterfield County Public Schools,Carver Middle,Chesterfield County Public Schools,3800 Cougar Trail,Chester,VA,23831,37.301626,-77.431094
Elizabeth Davis Middle Chesterfield County Public Schools,Elizabeth Davis Middle,Chesterfield County Public Schools,601 Corvus Court,Chester,VA,23836,37.33565,-77.342249
Falling Creek Middle Chesterfield County Public Schools,Falling Creek Middle,Chesterfield County Public Schools,4724 Hopkins Rd.,North Chesterfield,VA,23234,37.45841,-77.470116
Manchester Middle Chesterfield County Public Schools,Manchester Middle,Chesterfield County Public Schools,7401 Hull Street Rd.,North Chesterfield,VA,23235,37.467893,-77.527866
Matoaca Middle Chesterfield County Public Schools,Matoaca Middle,Chesterfield County Public Schools,6001 Hickory Road,Matoaca,VA,23803,37.254477,-77.473486
Midlothian Middle Chesterfield County Public Schools,Midlothian Middle,Chesterfield County Public Schools,13501 Midlothian Turnpike,Midlothian,VA,23113,37.502283,-77.648705
Providence Middle Chesterfield County Public Schools,Providence Middle,Chesterfield County Public Schools,900 Starlight Lane,North Chesterfield,VA,23235,37.488409,-77.542917
Robious Middle Chesterfield County Public Schools,Robious Middle,Chesterfield County Public Schools,2701 Robious Crossing Dr,Midlothian,VA,23113,37.529322,-77.613343
Salem Church Middle Chesterfield County Public Schools,Salem Church Middle,Chesterfield County Public Schools,9700 Salem Church Rd.;,North Chesterfield,VA,23237,37.384343,-77.486508
Swift Creek Middle Chesterfield County Public Schools,Swift Creek Middle,Chesterfield County Public Schools,3700 Old Hundred Rd,Midlothian,VA,23112,37.441878,-77.644509
Tomahawk Creek Middle Chesterfield County Public Schools,Tomahawk Creek Middle,Chesterfield County Public Schools,1600 Learning Place Loop,Midlothian,VA,23114,37.466169,-77.669731
Chatham Middle Pittsylvania County Public Schools,Chatham Middle,Pittsylvania County Public Schools,11650 US Highway 29 North,Chatham,VA,24531,36.759005,-79.389504
Dan River Middle Pittsylvania County Public Schools,Dan River Middle,Pittsylvania County Public Schools,5875 Kentuck Rd.,Ringgold,VA,24586,36.654236,-79.304555
Gretna Middle Pittsylvania County Public Schools,Gretna Middle,Pittsylvania County Public Schools,201 Coffey Street,Gretna,VA,24557,36.946107,-79.373294
Tunstall Middle Pittsylvania County Public Schools,Tunstall Middle,Pittsylvania County Public Schools,1160 Tunstall High Rd.,Dry Fork,VA,24549,36.667736,-79.526379
Battlefield Middle Spotsylvania County Public Schools,Battlefield Middle,Spotsylvania County Public Schools,11120 Leavells Rd,Fredericksburg,VA,22407,38.262139,-77.541272
Chancellor Middle Spotsylvania County Public Schools,Chancellor Middle,Spotsylvania County Public Schools,6320 Harrison Rd,Fredericksburg,VA,22407,38.274299,-77.554814
Freedom Middle Spotsylvania County Public Schools,Freedom Middle,Spotsylvania County Public Schools,7315 Smith Station Rd.,Fredericksburg,VA,22407,38.253742,-77.57809
Ni River Middle Spotsylvania County Public Schools,Ni River Middle,Spotsylvania County Public Schools,11632 Catharpin Rd,Spotsylvania,VA,22553,38.271027,-77.628418
Post Oak Middle Spotsylvania County Public Schools,Post Oak Middle,Spotsylvania County Public Schools,6959 Courthouse Rd,Spotsylvania,VA,22553,38.158268,-77.660767
Spotsylvania Middle Spotsylvania County Public Schools,Spotsylvania Middle,Spotsylvania County Public Schools,8801 Courthouse Rd,Spotsylvania,VA,22553,38.197481,-77.585805
Thornburg Middle Spotsylvania County Public Schools,Thornburg Middle,Spotsylvania County Public Schools,6929 N Roxbury Mill Rd,Spotsylvania,VA,22551,38.152683,-77.513625
Bayside Middle Virginia Beach City Public Schools,Bayside Middle,Virginia Beach City Public Schools,965 Newtown Rd,Virginia Beach,VA,23462,36.867146,-76.159351
Brandon Middle Virginia Beach City Public Schools,Brandon Middle,Virginia Beach City Public Schools,1700 Pope St,Virginia Beach,VA,23464,36.793486,-76.193563
Corporate Landing Middle Virginia Beach City Public Schools,Corporate Landing Middle,Virginia Beach City Public Schools,1597 Corporate Landing Pkwy,Virginia Beach,VA,23454,36.787435,-76.011542
Great Neck Middle Virginia Beach City Public Schools,Great Neck Middle,Virginia Beach City Public Schools,1848 North Great Neck Rd,Virginia Beach,VA,23454,36.896759,-76.059186
Independence Middle Virginia Beach City Public Schools,Independence Middle,Virginia Beach City Public Schools,1370 Dunstan Ln,Virginia Beach,VA,23455,36.881073,-76.125014
Kempsville Middle Virginia Beach City Public Schools,Kempsville Middle,Virginia Beach City Public Schools,860 Churchill Dr,Virginia Beach,VA,23464,36.811546,-76.154232
Landstown Middle Virginia Beach City Public Schools,Landstown Middle,Virginia Beach City Public Schools,2204 Recreation Dr,Virginia Beach,VA,23456,36.776831,-76.104383
Larkspur Middle Virginia Beach City Public Schools,Larkspur Middle,Virginia Beach City Public Schools,4696 Princess Anne Rd,Virginia Beach,VA,23462,36.815456,-76.141539
Lynnhaven Middle Virginia Beach City Public Schools,Lynnhaven Middle,Virginia Beach City Public Schools,1250 Bayne Dr,Virginia Beach,VA,23454,36.867532,-76.036195
Plaza Middle Virginia Beach City Public Schools,Plaza Middle,Virginia Beach City Public Schools,3080 S Lynnhaven Rd,Virginia Beach,VA,23452,36.830566,-76.077577
Princess Anne Middle Virginia Beach City Public Schools,Princess Anne Middle,Virginia Beach City Public Schools,2323 Holland Road,Virginia Beach,VA,23453,36.757601,-76.055928
Salem Middle Virginia Beach City Public Schools,Salem Middle,Virginia Beach City Public Schools,2380 Lynnhaven Pkwy,Virginia Beach,VA,23464,36.785673,-76.146393
Virginia Beach Middle Virginia Beach City Public Schools,Virginia Beach Middle,Virginia Beach City Public Schools,600 25th St,Virginia Beach,VA,23451,36.851329,-75.98519
Buford Middle Charlottesville City Public Schools,Buford Middle,Charlottesville City Public Schools,1000 Cherry Avenue,Charlottesville,VA,22903,38.026722,-78.49752
Georgie D. Tyler Middle Isle of Wight County Public Schools,Georgie D. Tyler Middle,Isle of Wight County Public Schools,23320 N. Court St.,Windsor,VA,23487,36.818558,-76.746148
Smithfield Middle Isle of Wight County Public Schools,Smithfield Middle,Isle of Wight County Public Schools,14175 Turner Drive,Smithfield,VA,23430,36.943886,-76.599
Bull Run Middle Prince William County Public Schools,Bull Run Middle,Prince William County Public Schools,6308 Catharpin Rd.,Gainesville,VA,20155,38.823997,-77.605152
E.H. Marsteller Middle Prince William County Public Schools,E.H. Marsteller Middle,Prince William County Public Schools,14000 Sudley Manor Dr,Bristow,VA,20136,38.736993,-77.581926
Fred M. Lynn Middle Prince William County Public Schools,Fred M. Lynn Middle,Prince William County Public Schools,1650 Prince William Parkway,Woodbridge,VA,22191,38.652308,-77.263095
Gainesville Middle Prince William County Public Schools,Gainesville Middle,Prince William County Public Schools,8001 Limestone Dr,Gainesville,VA,20155,38.782898,-77.597348
George M. Hampton Middle Prince William County Public Schools,George M. Hampton Middle,Prince William County Public Schools,14800 Darbydale Avenue,Woodbridge,VA,22193,38.634792,-77.340488
Graham Park Middle Prince William County Public Schools,Graham Park Middle,Prince William County Public Schools,3613 Graham Park Rd,Triangle,VA,22172,38.555162,-77.320998
Herbert J. Saunders Middle Prince William County Public Schools,Herbert J. Saunders Middle,Prince William County Public Schools,13557 Spriggs Rd,Manassas,VA,20112,38.657764,-77.395019
Lake Ridge Middle Prince William County Public Schools,Lake Ridge Middle,Prince William County Public Schools,12350 Mohican Rd,Woodbridge,VA,22192,38.686097,-77.304911
Louise A. Benton Middle Prince William County Public Schools,Louise A. Benton Middle,Prince William County Public Schools,7411 Hoadly Rd,Manassas,VA,20112,38.65723,-77.430498
Parkside Middle Prince William County Public Schools,Parkside Middle,Prince William County Public Schools,8602 Mathis Ave,Manassas,VA,20110,38.769954,-77.456914
Potomac Middle Prince William County Public Schools,Potomac Middle,Prince William County Public Schools,3130 Panther Pride Drive,Dumfries,VA,22026,38.59353,-77.306329
Potomac Shores Middle Prince William County Public Schools,Potomac Shores Middle,Prince William County Public Schools,17851 Woods View Drive,Dumfries,VA,22026,38.561863,-77.285876
Rippon Middle Prince William County Public Schools,Rippon Middle,Prince William County Public Schools,15101 Blackburn Rd,Woodbridge,VA,22191,38.622711,-77.26717
Ronald Wilson Reagan Middle Prince William County Public Schools,Ronald Wilson Reagan Middle,Prince William County Public Schools,15801 Tanning House Place,Haymarket,VA,20169,38.845845,-77.661557
Stuart M. Beville Middle Prince William County Public Schools,Stuart M. Beville Middle,Prince William County Public Schools,4901 Dale Blvd,Woodbridge,VA,22193,38.658606,-77.355283
Woodbridge Middle Prince William County Public Schools,Woodbridge Middle,Prince William County Public Schools,2201 York Dr,Woodbridge,VA,22191,38.650937,-77.280731
Berkeley Middle Williamsburg-James City County Public Schools,Berkeley Middle,Williamsburg-James City County Public Schools,1118 Ironbound Rd,Williamsburg,VA,23185,37.274387,-76.734968
James Blair Middle Williamsburg-James City County Public Schools,James Blair Middle,Williamsburg-James City County Public Schools,101 Longhill Road,Williamsburg,VA,23185,37.292155,-76.726824
Lois Hornsby Middle Williamsburg-James City County Public Schools,Lois Hornsby Middle,Williamsburg-James City County Public Schools,850 Jolly Pond Road,Williamsburg,VA,23188,37.333702,-76.80612
Toano Middle Williamsburg-James City County Public Schools,Toano Middle,Williamsburg-James City County Public Schools,7817 Richmond Road,Toano,VA,23168,37.376145,-76.801605
Cumberland Middle Cumberland County Public Schools,Cumberland Middle,Cumberland County Public Schools,16 School Road,Cumberland,VA,23040,37.490737,-78.249792
Edward W. Wyatt Middle Greensville County Public Schools,Edward W. Wyatt Middle,Greensville County Public Schools,206 Slagles Lake Rd,Emporia,VA,23847,36.715674,-77.533304
Thomas Hunter Middle Mathews County Public Schools,Thomas Hunter Middle,Mathews County Public Schools,"Rt 611, 387 Church St",Mathews,VA,23109,37.438648,-76.329785
Prince Edward Middle Prince Edward County Public Schools,Prince Edward Middle,Prince Edward County Public Schools,35 Eagle Drive,Farmville,VA,23901,37.267205,-78.405593
Luther P. Jackson Middle Surry County Public Schools,Luther P. Jackson Middle,Surry County Public Schools,4255 New Design Rd,Dendron,VA,23839,37.083286,-76.903312
Riverview Elementary/Middle Buchanan County Public Schools,Riverview Elementary/Middle,Buchanan County Public Schools,27382 Riverside Drive,Grundy,VA,24614,37.308895,-82.146003
Craig County High Craig County Public Schools,Craig County High,Craig County Public Schools,25239 Craigs Creek Road,New Castle,VA,24127,37.516483,-80.084366
