School,Division,Degree_Percent,Degree_Type,Sch_Div
Union Primary,Wise County Public Schools,1,Doctoral Degree,Union Primary Wise County Public Schools
Grafton Bethel Elementary,York County Public Schools,40,Bachelor's Degree,Grafton Bethel Elementary York County Public Schools
Grafton Bethel Elementary,York County Public Schools,57,Master's Degree,Grafton Bethel Elementary York County Public Schools
Grafton Bethel Elementary,York County Public Schools,0,Doctoral Degree,Grafton Bethel Elementary York County Public Schools
Seaford Elementary,York County Public Schools,45,Bachelor's Degree,Seaford Elementary York County Public Schools
Seaford Elementary,York County Public Schools,50,Master's Degree,Seaford Elementary York County Public Schools
Seaford Elementary,York County Public Schools,0,Doctoral Degree,Seaford Elementary York County Public Schools
Dare Elementary,York County Public Schools,27,Bachelor's Degree,Dare Elementary York County Public Schools
Dare Elementary,York County Public Schools,68,Master's Degree,Dare Elementary York County Public Schools
Dare Elementary,York County Public Schools,3,Doctoral Degree,Dare Elementary York County Public Schools
Grafton High,York County Public Schools,28,Bachelor's Degree,Grafton High York County Public Schools
Grafton High,York County Public Schools,65,Master's Degree,Grafton High York County Public Schools
Grafton High,York County Public Schools,3,Doctoral Degree,Grafton High York County Public Schools
Grafton Middle,York County Public Schools,34,Bachelor's Degree,Grafton Middle York County Public Schools
Grafton Middle,York County Public Schools,62,Master's Degree,Grafton Middle York County Public Schools
Grafton Middle,York County Public Schools,1,Doctoral Degree,Grafton Middle York County Public Schools
York High,York County Public Schools,42,Bachelor's Degree,York High York County Public Schools
York High,York County Public Schools,52,Master's Degree,York High York County Public Schools
York High,York County Public Schools,4,Doctoral Degree,York High York County Public Schools
York River Academy,York County Public Schools,47,Bachelor's Degree,York River Academy York County Public Schools
York River Academy,York County Public Schools,47,Master's Degree,York River Academy York County Public Schools
York River Academy,York County Public Schools,0,Doctoral Degree,York River Academy York County Public Schools
Yorktown Elementary,York County Public Schools,47,Bachelor's Degree,Yorktown Elementary York County Public Schools
Yorktown Elementary,York County Public Schools,51,Master's Degree,Yorktown Elementary York County Public Schools
Yorktown Elementary,York County Public Schools,0,Doctoral Degree,Yorktown Elementary York County Public Schools
Yorktown Middle,York County Public Schools,30,Bachelor's Degree,Yorktown Middle York County Public Schools
Yorktown Middle,York County Public Schools,65,Master's Degree,Yorktown Middle York County Public Schools
Yorktown Middle,York County Public Schools,2,Doctoral Degree,Yorktown Middle York County Public Schools
Coventry Elementary,York County Public Schools,27,Bachelor's Degree,Coventry Elementary York County Public Schools
Coventry Elementary,York County Public Schools,71,Master's Degree,Coventry Elementary York County Public Schools
Coventry Elementary,York County Public Schools,0,Doctoral Degree,Coventry Elementary York County Public Schools
Tabb Elementary,York County Public Schools,42,Bachelor's Degree,Tabb Elementary York County Public Schools
Tabb Elementary,York County Public Schools,54,Master's Degree,Tabb Elementary York County Public Schools
Tabb Elementary,York County Public Schools,0,Doctoral Degree,Tabb Elementary York County Public Schools
Tabb High,York County Public Schools,34,Bachelor's Degree,Tabb High York County Public Schools
Tabb High,York County Public Schools,60,Master's Degree,Tabb High York County Public Schools
Tabb High,York County Public Schools,2,Doctoral Degree,Tabb High York County Public Schools
Tabb Middle,York County Public Schools,32,Bachelor's Degree,Tabb Middle York County Public Schools
Tabb Middle,York County Public Schools,64,Master's Degree,Tabb Middle York County Public Schools
Tabb Middle,York County Public Schools,2,Doctoral Degree,Tabb Middle York County Public Schools
Magruder Elementary,York County Public Schools,32,Bachelor's Degree,Magruder Elementary York County Public Schools
Magruder Elementary,York County Public Schools,66,Master's Degree,Magruder Elementary York County Public Schools
Magruder Elementary,York County Public Schools,0,Doctoral Degree,Magruder Elementary York County Public Schools
Queens Lake Middle,York County Public Schools,31,Bachelor's Degree,Queens Lake Middle York County Public Schools
Queens Lake Middle,York County Public Schools,62,Master's Degree,Queens Lake Middle York County Public Schools
Queens Lake Middle,York County Public Schools,4,Doctoral Degree,Queens Lake Middle York County Public Schools
Waller Mill Elementary,York County Public Schools,32,Bachelor's Degree,Waller Mill Elementary York County Public Schools
Waller Mill Elementary,York County Public Schools,61,Master's Degree,Waller Mill Elementary York County Public Schools
Waller Mill Elementary,York County Public Schools,0,Doctoral Degree,Waller Mill Elementary York County Public Schools
Bruton High,York County Public Schools,30,Bachelor's Degree,Bruton High York County Public Schools
Bruton High,York County Public Schools,58,Master's Degree,Bruton High York County Public Schools
Bruton High,York County Public Schools,6,Doctoral Degree,Bruton High York County Public Schools
Bethel Manor Elementary,York County Public Schools,40,Bachelor's Degree,Bethel Manor Elementary York County Public Schools
Bethel Manor Elementary,York County Public Schools,60,Master's Degree,Bethel Manor Elementary York County Public Schools
Bethel Manor Elementary,York County Public Schools,0,Doctoral Degree,Bethel Manor Elementary York County Public Schools
Bland County High,Bland County Public Schools,47,Bachelor's Degree,Bland County High Bland County Public Schools
Bland County High,Bland County Public Schools,51,Master's Degree,Bland County High Bland County Public Schools
Bland County High,Bland County Public Schools,1,Doctoral Degree,Bland County High Bland County Public Schools
Virginia High,Bristol City Public Schools,48,Bachelor's Degree,Virginia High Bristol City Public Schools
Virginia High,Bristol City Public Schools,40,Master's Degree,Virginia High Bristol City Public Schools
Virginia High,Bristol City Public Schools,4,Doctoral Degree,Virginia High Bristol City Public Schools
Highland View Elementary,Bristol City Public Schools,52,Bachelor's Degree,Highland View Elementary Bristol City Public Schools
Highland View Elementary,Bristol City Public Schools,33,Master's Degree,Highland View Elementary Bristol City Public Schools
Highland View Elementary,Bristol City Public Schools,5,Doctoral Degree,Highland View Elementary Bristol City Public Schools
Virginia Middle,Bristol City Public Schools,44,Bachelor's Degree,Virginia Middle Bristol City Public Schools
Virginia Middle,Bristol City Public Schools,54,Master's Degree,Virginia Middle Bristol City Public Schools
Virginia Middle,Bristol City Public Schools,0,Doctoral Degree,Virginia Middle Bristol City Public Schools
Joseph Van Pelt Elementary,Bristol City Public Schools,58,Bachelor's Degree,Joseph Van Pelt Elementary Bristol City Public Schools
Joseph Van Pelt Elementary,Bristol City Public Schools,42,Master's Degree,Joseph Van Pelt Elementary Bristol City Public Schools
Joseph Van Pelt Elementary,Bristol City Public Schools,0,Doctoral Degree,Joseph Van Pelt Elementary Bristol City Public Schools
Washington-Lee Elementary,Bristol City Public Schools,60,Bachelor's Degree,Washington-Lee Elementary Bristol City Public Schools
Washington-Lee Elementary,Bristol City Public Schools,30,Master's Degree,Washington-Lee Elementary Bristol City Public Schools
Washington-Lee Elementary,Bristol City Public Schools,5,Doctoral Degree,Washington-Lee Elementary Bristol City Public Schools
Stonewall Jackson Elementary,Bristol City Public Schools,48,Bachelor's Degree,Stonewall Jackson Elementary Bristol City Public Schools
Stonewall Jackson Elementary,Bristol City Public Schools,37,Master's Degree,Stonewall Jackson Elementary Bristol City Public Schools
Stonewall Jackson Elementary,Bristol City Public Schools,4,Doctoral Degree,Stonewall Jackson Elementary Bristol City Public Schools
Craig County High,Craig County Public Schools,62,Bachelor's Degree,Craig County High Craig County Public Schools
Craig County High,Craig County Public Schools,35,Master's Degree,Craig County High Craig County Public Schools
Craig County High,Craig County Public Schools,0,Doctoral Degree,Craig County High Craig County Public Schools
McCleary Elementary,Craig County Public Schools,73,Bachelor's Degree,McCleary Elementary Craig County Public Schools
McCleary Elementary,Craig County Public Schools,27,Master's Degree,McCleary Elementary Craig County Public Schools
McCleary Elementary,Craig County Public Schools,0,Doctoral Degree,McCleary Elementary Craig County Public Schools
Essex High,Essex County Public Schools,45,Bachelor's Degree,Essex High Essex County Public Schools
Essex High,Essex County Public Schools,53,Master's Degree,Essex High Essex County Public Schools
Essex High,Essex County Public Schools,0,Doctoral Degree,Essex High Essex County Public Schools
Tappahannock Elementary,Essex County Public Schools,53,Bachelor's Degree,Tappahannock Elementary Essex County Public Schools
Tappahannock Elementary,Essex County Public Schools,47,Master's Degree,Tappahannock Elementary Essex County Public Schools
Tappahannock Elementary,Essex County Public Schools,0,Doctoral Degree,Tappahannock Elementary Essex County Public Schools
Check Elementary,Floyd County Public Schools,50,Bachelor's Degree,Check Elementary Floyd County Public Schools
Check Elementary,Floyd County Public Schools,47,Master's Degree,Check Elementary Floyd County Public Schools
Check Elementary,Floyd County Public Schools,0,Doctoral Degree,Check Elementary Floyd County Public Schools
Floyd County High,Floyd County Public Schools,46,Bachelor's Degree,Floyd County High Floyd County Public Schools
Floyd County High,Floyd County Public Schools,46,Master's Degree,Floyd County High Floyd County Public Schools
Floyd County High,Floyd County Public Schools,0,Doctoral Degree,Floyd County High Floyd County Public Schools
Floyd Elementary,Floyd County Public Schools,47,Bachelor's Degree,Floyd Elementary Floyd County Public Schools
Floyd Elementary,Floyd County Public Schools,43,Master's Degree,Floyd Elementary Floyd County Public Schools
Floyd Elementary,Floyd County Public Schools,4,Doctoral Degree,Floyd Elementary Floyd County Public Schools
Willis Elementary,Floyd County Public Schools,68,Bachelor's Degree,Willis Elementary Floyd County Public Schools
Willis Elementary,Floyd County Public Schools,16,Master's Degree,Willis Elementary Floyd County Public Schools
Willis Elementary,Floyd County Public Schools,0,Doctoral Degree,Willis Elementary Floyd County Public Schools
Indian Valley Elementary,Floyd County Public Schools,57,Bachelor's Degree,Indian Valley Elementary Floyd County Public Schools
Indian Valley Elementary,Floyd County Public Schools,43,Master's Degree,Indian Valley Elementary Floyd County Public Schools
Indian Valley Elementary,Floyd County Public Schools,0,Doctoral Degree,Indian Valley Elementary Floyd County Public Schools
Narrows High,Giles County Public Schools,43,Bachelor's Degree,Narrows High Giles County Public Schools
Narrows High,Giles County Public Schools,57,Master's Degree,Narrows High Giles County Public Schools
Narrows High,Giles County Public Schools,0,Doctoral Degree,Narrows High Giles County Public Schools
Giles High,Giles County Public Schools,53,Bachelor's Degree,Giles High Giles County Public Schools
Giles High,Giles County Public Schools,47,Master's Degree,Giles High Giles County Public Schools
Giles High,Giles County Public Schools,0,Doctoral Degree,Giles High Giles County Public Schools
Macy Mcclaugherty Elementary/Middle,Giles County Public Schools,57,Bachelor's Degree,Macy Mcclaugherty Elementary/Middle Giles County Public Schools
Macy Mcclaugherty Elementary/Middle,Giles County Public Schools,42,Master's Degree,Macy Mcclaugherty Elementary/Middle Giles County Public Schools
Macy Mcclaugherty Elementary/Middle,Giles County Public Schools,1,Doctoral Degree,Macy Mcclaugherty Elementary/Middle Giles County Public Schools
A.W.E. Bassette Elementary,Hampton City Public Schools,58,Bachelor's Degree,A.W.E. Bassette Elementary Hampton City Public Schools
A.W.E. Bassette Elementary,Hampton City Public Schools,32,Master's Degree,A.W.E. Bassette Elementary Hampton City Public Schools
A.W.E. Bassette Elementary,Hampton City Public Schools,3,Doctoral Degree,A.W.E. Bassette Elementary Hampton City Public Schools
Armstrong Elementary,Hampton City Public Schools,52,Bachelor's Degree,Armstrong Elementary Hampton City Public Schools
Armstrong Elementary,Hampton City Public Schools,48,Master's Degree,Armstrong Elementary Hampton City Public Schools
Armstrong Elementary,Hampton City Public Schools,0,Doctoral Degree,Armstrong Elementary Hampton City Public Schools
C. Alton Lindsay Middle,Hampton City Public Schools,57,Bachelor's Degree,C. Alton Lindsay Middle Hampton City Public Schools
C. Alton Lindsay Middle,Hampton City Public Schools,41,Master's Degree,C. Alton Lindsay Middle Hampton City Public Schools
C. Alton Lindsay Middle,Hampton City Public Schools,2,Doctoral Degree,C. Alton Lindsay Middle Hampton City Public Schools
Hunter B. Andrews,Hampton City Public Schools,51,Bachelor's Degree,Hunter B. Andrews Hampton City Public Schools
Hunter B. Andrews,Hampton City Public Schools,42,Master's Degree,Hunter B. Andrews Hampton City Public Schools
Hunter B. Andrews,Hampton City Public Schools,5,Doctoral Degree,Hunter B. Andrews Hampton City Public Schools
Francis W. Jones Magnet Middle,Hampton City Public Schools,41,Bachelor's Degree,Francis W. Jones Magnet Middle Hampton City Public Schools
Francis W. Jones Magnet Middle,Hampton City Public Schools,53,Master's Degree,Francis W. Jones Magnet Middle Hampton City Public Schools
Francis W. Jones Magnet Middle,Hampton City Public Schools,0,Doctoral Degree,Francis W. Jones Magnet Middle Hampton City Public Schools
Jane H. Bryan Elementary,Hampton City Public Schools,46,Bachelor's Degree,Jane H. Bryan Elementary Hampton City Public Schools
Jane H. Bryan Elementary,Hampton City Public Schools,43,Master's Degree,Jane H. Bryan Elementary Hampton City Public Schools
Jane H. Bryan Elementary,Hampton City Public Schools,0,Doctoral Degree,Jane H. Bryan Elementary Hampton City Public Schools
Mary T. Christian Elementary,Hampton City Public Schools,57,Bachelor's Degree,Mary T. Christian Elementary Hampton City Public Schools
Mary T. Christian Elementary,Hampton City Public Schools,43,Master's Degree,Mary T. Christian Elementary Hampton City Public Schools
Mary T. Christian Elementary,Hampton City Public Schools,0,Doctoral Degree,Mary T. Christian Elementary Hampton City Public Schools
Phoebus High,Hampton City Public Schools,46,Bachelor's Degree,Phoebus High Hampton City Public Schools
Phoebus High,Hampton City Public Schools,43,Master's Degree,Phoebus High Hampton City Public Schools
Phoebus High,Hampton City Public Schools,1,Doctoral Degree,Phoebus High Hampton City Public Schools
Francis Asbury Elementary,Hampton City Public Schools,61,Bachelor's Degree,Francis Asbury Elementary Hampton City Public Schools
Francis Asbury Elementary,Hampton City Public Schools,39,Master's Degree,Francis Asbury Elementary Hampton City Public Schools
Francis Asbury Elementary,Hampton City Public Schools,0,Doctoral Degree,Francis Asbury Elementary Hampton City Public Schools
Aberdeen Elementary,Hampton City Public Schools,55,Bachelor's Degree,Aberdeen Elementary Hampton City Public Schools
Aberdeen Elementary,Hampton City Public Schools,32,Master's Degree,Aberdeen Elementary Hampton City Public Schools
Aberdeen Elementary,Hampton City Public Schools,3,Doctoral Degree,Aberdeen Elementary Hampton City Public Schools
Bethel High,Hampton City Public Schools,40,Bachelor's Degree,Bethel High Hampton City Public Schools
Bethel High,Hampton City Public Schools,52,Master's Degree,Bethel High Hampton City Public Schools
Bethel High,Hampton City Public Schools,2,Doctoral Degree,Bethel High Hampton City Public Schools
Cesar Tarrant Middle,Hampton City Public Schools,45,Bachelor's Degree,Cesar Tarrant Middle Hampton City Public Schools
Cesar Tarrant Middle,Hampton City Public Schools,45,Master's Degree,Cesar Tarrant Middle Hampton City Public Schools
Cesar Tarrant Middle,Hampton City Public Schools,0,Doctoral Degree,Cesar Tarrant Middle Hampton City Public Schools
George P. Phenix Elementary,Hampton City Public Schools,45,Bachelor's Degree,George P. Phenix Elementary Hampton City Public Schools
George P. Phenix Elementary,Hampton City Public Schools,49,Master's Degree,George P. Phenix Elementary Hampton City Public Schools
George P. Phenix Elementary,Hampton City Public Schools,1,Doctoral Degree,George P. Phenix Elementary Hampton City Public Schools
Mary W. Jackson Elementary,Hampton City Public Schools,38,Bachelor's Degree,Mary W. Jackson Elementary Hampton City Public Schools
Mary W. Jackson Elementary,Hampton City Public Schools,57,Master's Degree,Mary W. Jackson Elementary Hampton City Public Schools
Mary W. Jackson Elementary,Hampton City Public Schools,5,Doctoral Degree,Mary W. Jackson Elementary Hampton City Public Schools
Paul Burbank Elementary,Hampton City Public Schools,52,Bachelor's Degree,Paul Burbank Elementary Hampton City Public Schools
Paul Burbank Elementary,Hampton City Public Schools,34,Master's Degree,Paul Burbank Elementary Hampton City Public Schools
Paul Burbank Elementary,Hampton City Public Schools,3,Doctoral Degree,Paul Burbank Elementary Hampton City Public Schools
Thomas Eaton Middle,Hampton City Public Schools,44,Bachelor's Degree,Thomas Eaton Middle Hampton City Public Schools
Thomas Eaton Middle,Hampton City Public Schools,44,Master's Degree,Thomas Eaton Middle Hampton City Public Schools
Thomas Eaton Middle,Hampton City Public Schools,6,Doctoral Degree,Thomas Eaton Middle Hampton City Public Schools
William Mason Cooper Elementary,Hampton City Public Schools,44,Bachelor's Degree,William Mason Cooper Elementary Hampton City Public Schools
William Mason Cooper Elementary,Hampton City Public Schools,52,Master's Degree,William Mason Cooper Elementary Hampton City Public Schools
William Mason Cooper Elementary,Hampton City Public Schools,0,Doctoral Degree,William Mason Cooper Elementary Hampton City Public Schools
Benjamin Syms Middle,Hampton City Public Schools,52,Bachelor's Degree,Benjamin Syms Middle Hampton City Public Schools
Benjamin Syms Middle,Hampton City Public Schools,42,Master's Degree,Benjamin Syms Middle Hampton City Public Schools
Benjamin Syms Middle,Hampton City Public Schools,2,Doctoral Degree,Benjamin Syms Middle Hampton City Public Schools
Hampton High,Hampton City Public Schools,43,Bachelor's Degree,Hampton High Hampton City Public Schools
Hampton High,Hampton City Public Schools,55,Master's Degree,Hampton High Hampton City Public Schools
Hampton High,Hampton City Public Schools,1,Doctoral Degree,Hampton High Hampton City Public Schools
Mary S. Peake Elementary,Hampton City Public Schools,47,Bachelor's Degree,Mary S. Peake Elementary Hampton City Public Schools
Mary S. Peake Elementary,Hampton City Public Schools,47,Master's Degree,Mary S. Peake Elementary Hampton City Public Schools
Mary S. Peake Elementary,Hampton City Public Schools,0,Doctoral Degree,Mary S. Peake Elementary Hampton City Public Schools
Phillips Elementary,Hampton City Public Schools,42,Bachelor's Degree,Phillips Elementary Hampton City Public Schools
Phillips Elementary,Hampton City Public Schools,58,Master's Degree,Phillips Elementary Hampton City Public Schools
Phillips Elementary,Hampton City Public Schools,0,Doctoral Degree,Phillips Elementary Hampton City Public Schools
Samuel P. Langley Elementary,Hampton City Public Schools,49,Bachelor's Degree,Samuel P. Langley Elementary Hampton City Public Schools
Samuel P. Langley Elementary,Hampton City Public Schools,49,Master's Degree,Samuel P. Langley Elementary Hampton City Public Schools
Samuel P. Langley Elementary,Hampton City Public Schools,0,Doctoral Degree,Samuel P. Langley Elementary Hampton City Public Schools
Kecoughtan High,Hampton City Public Schools,51,Bachelor's Degree,Kecoughtan High Hampton City Public Schools
Kecoughtan High,Hampton City Public Schools,41,Master's Degree,Kecoughtan High Hampton City Public Schools
Kecoughtan High,Hampton City Public Schools,4,Doctoral Degree,Kecoughtan High Hampton City Public Schools
Albert W. Patrick III Elementary,Hampton City Public Schools,58,Bachelor's Degree,Albert W. Patrick III Elementary Hampton City Public Schools
Albert W. Patrick III Elementary,Hampton City Public Schools,38,Master's Degree,Albert W. Patrick III Elementary Hampton City Public Schools
Albert W. Patrick III Elementary,Hampton City Public Schools,0,Doctoral Degree,Albert W. Patrick III Elementary Hampton City Public Schools
Captain John Smith Elementary,Hampton City Public Schools,52,Bachelor's Degree,Captain John Smith Elementary Hampton City Public Schools
Captain John Smith Elementary,Hampton City Public Schools,45,Master's Degree,Captain John Smith Elementary Hampton City Public Schools
Captain John Smith Elementary,Hampton City Public Schools,0,Doctoral Degree,Captain John Smith Elementary Hampton City Public Schools
Barron Elementary,Hampton City Public Schools,38,Bachelor's Degree,Barron Elementary Hampton City Public Schools
Barron Elementary,Hampton City Public Schools,62,Master's Degree,Barron Elementary Hampton City Public Schools
Barron Elementary,Hampton City Public Schools,0,Doctoral Degree,Barron Elementary Hampton City Public Schools
Alfred S. Forrest Elementary,Hampton City Public Schools,47,Bachelor's Degree,Alfred S. Forrest Elementary Hampton City Public Schools
Alfred S. Forrest Elementary,Hampton City Public Schools,53,Master's Degree,Alfred S. Forrest Elementary Hampton City Public Schools
Alfred S. Forrest Elementary,Hampton City Public Schools,0,Doctoral Degree,Alfred S. Forrest Elementary Hampton City Public Schools
Sanville Elementary,Henry County Public Schools,59,Bachelor's Degree,Sanville Elementary Henry County Public Schools
Sanville Elementary,Henry County Public Schools,41,Master's Degree,Sanville Elementary Henry County Public Schools
Sanville Elementary,Henry County Public Schools,0,Doctoral Degree,Sanville Elementary Henry County Public Schools
Drewry Mason Elementary,Henry County Public Schools,52,Bachelor's Degree,Drewry Mason Elementary Henry County Public Schools
Drewry Mason Elementary,Henry County Public Schools,48,Master's Degree,Drewry Mason Elementary Henry County Public Schools
Drewry Mason Elementary,Henry County Public Schools,0,Doctoral Degree,Drewry Mason Elementary Henry County Public Schools
Magna Vista High,Henry County Public Schools,48,Bachelor's Degree,Magna Vista High Henry County Public Schools
Magna Vista High,Henry County Public Schools,46,Master's Degree,Magna Vista High Henry County Public Schools
Magna Vista High,Henry County Public Schools,0,Doctoral Degree,Magna Vista High Henry County Public Schools
Stanleytown Elementary,Henry County Public Schools,55,Bachelor's Degree,Stanleytown Elementary Henry County Public Schools
Stanleytown Elementary,Henry County Public Schools,45,Master's Degree,Stanleytown Elementary Henry County Public Schools
Stanleytown Elementary,Henry County Public Schools,0,Doctoral Degree,Stanleytown Elementary Henry County Public Schools
Meadow View Elementary,Henry County Public Schools,60,Bachelor's Degree,Meadow View Elementary Henry County Public Schools
Meadow View Elementary,Henry County Public Schools,40,Master's Degree,Meadow View Elementary Henry County Public Schools
Meadow View Elementary,Henry County Public Schools,0,Doctoral Degree,Meadow View Elementary Henry County Public Schools
Bassett High,Henry County Public Schools,46,Bachelor's Degree,Bassett High Henry County Public Schools
Bassett High,Henry County Public Schools,49,Master's Degree,Bassett High Henry County Public Schools
Bassett High,Henry County Public Schools,0,Doctoral Degree,Bassett High Henry County Public Schools
Rich Acres Elementary,Henry County Public Schools,42,Bachelor's Degree,Rich Acres Elementary Henry County Public Schools
Rich Acres Elementary,Henry County Public Schools,54,Master's Degree,Rich Acres Elementary Henry County Public Schools
Rich Acres Elementary,Henry County Public Schools,4,Doctoral Degree,Rich Acres Elementary Henry County Public Schools
Campbell Court Elementary,Henry County Public Schools,69,Bachelor's Degree,Campbell Court Elementary Henry County Public Schools
Campbell Court Elementary,Henry County Public Schools,27,Master's Degree,Campbell Court Elementary Henry County Public Schools
Campbell Court Elementary,Henry County Public Schools,0,Doctoral Degree,Campbell Court Elementary Henry County Public Schools
Axton Elementary,Henry County Public Schools,63,Bachelor's Degree,Axton Elementary Henry County Public Schools
Axton Elementary,Henry County Public Schools,37,Master's Degree,Axton Elementary Henry County Public Schools
Axton Elementary,Henry County Public Schools,0,Doctoral Degree,Axton Elementary Henry County Public Schools
Ingleside Elementary,Norfolk City Public Schools,24,Bachelor's Degree,Ingleside Elementary Norfolk City Public Schools
Ingleside Elementary,Norfolk City Public Schools,69,Master's Degree,Ingleside Elementary Norfolk City Public Schools
Ingleside Elementary,Norfolk City Public Schools,2,Doctoral Degree,Ingleside Elementary Norfolk City Public Schools
Lake Taylor,Norfolk City Public Schools,42,Bachelor's Degree,Lake Taylor Norfolk City Public Schools
Lake Taylor,Norfolk City Public Schools,49,Master's Degree,Lake Taylor Norfolk City Public Schools
Lake Taylor,Norfolk City Public Schools,1,Doctoral Degree,Lake Taylor Norfolk City Public Schools
Bay View Elementary,Norfolk City Public Schools,39,Bachelor's Degree,Bay View Elementary Norfolk City Public Schools
Bay View Elementary,Norfolk City Public Schools,56,Master's Degree,Bay View Elementary Norfolk City Public Schools
Bay View Elementary,Norfolk City Public Schools,2,Doctoral Degree,Bay View Elementary Norfolk City Public Schools
Mary Calcott Elementary,Norfolk City Public Schools,45,Bachelor's Degree,Mary Calcott Elementary Norfolk City Public Schools
Mary Calcott Elementary,Norfolk City Public Schools,48,Master's Degree,Mary Calcott Elementary Norfolk City Public Schools
Mary Calcott Elementary,Norfolk City Public Schools,0,Doctoral Degree,Mary Calcott Elementary Norfolk City Public Schools
Northside Middle,Norfolk City Public Schools,50,Bachelor's Degree,Northside Middle Norfolk City Public Schools
Northside Middle,Norfolk City Public Schools,49,Master's Degree,Northside Middle Norfolk City Public Schools
Northside Middle,Norfolk City Public Schools,1,Doctoral Degree,Northside Middle Norfolk City Public Schools
Ocean View Elementary,Norfolk City Public Schools,42,Bachelor's Degree,Ocean View Elementary Norfolk City Public Schools
Ocean View Elementary,Norfolk City Public Schools,56,Master's Degree,Ocean View Elementary Norfolk City Public Schools
Ocean View Elementary,Norfolk City Public Schools,0,Doctoral Degree,Ocean View Elementary Norfolk City Public Schools
Oceanair Elementary,Norfolk City Public Schools,33,Bachelor's Degree,Oceanair Elementary Norfolk City Public Schools
Oceanair Elementary,Norfolk City Public Schools,58,Master's Degree,Oceanair Elementary Norfolk City Public Schools
Oceanair Elementary,Norfolk City Public Schools,0,Doctoral Degree,Oceanair Elementary Norfolk City Public Schools
Booker T Washington High,Norfolk City Public Schools,24,Bachelor's Degree,Booker T Washington High Norfolk City Public Schools
Booker T Washington High,Norfolk City Public Schools,56,Master's Degree,Booker T Washington High Norfolk City Public Schools
Booker T Washington High,Norfolk City Public Schools,5,Doctoral Degree,Booker T Washington High Norfolk City Public Schools
Chesterfield Elementary,Norfolk City Public Schools,31,Bachelor's Degree,Chesterfield Elementary Norfolk City Public Schools
Chesterfield Elementary,Norfolk City Public Schools,44,Master's Degree,Chesterfield Elementary Norfolk City Public Schools
Chesterfield Elementary,Norfolk City Public Schools,8,Doctoral Degree,Chesterfield Elementary Norfolk City Public Schools
Jacox Elementary,Norfolk City Public Schools,36,Bachelor's Degree,Jacox Elementary Norfolk City Public Schools
Jacox Elementary,Norfolk City Public Schools,53,Master's Degree,Jacox Elementary Norfolk City Public Schools
Jacox Elementary,Norfolk City Public Schools,2,Doctoral Degree,Jacox Elementary Norfolk City Public Schools
Lindenwood Elementary,Norfolk City Public Schools,34,Bachelor's Degree,Lindenwood Elementary Norfolk City Public Schools
Lindenwood Elementary,Norfolk City Public Schools,62,Master's Degree,Lindenwood Elementary Norfolk City Public Schools
Lindenwood Elementary,Norfolk City Public Schools,3,Doctoral Degree,Lindenwood Elementary Norfolk City Public Schools
Richard Bowling Elementary,Norfolk City Public Schools,41,Bachelor's Degree,Richard Bowling Elementary Norfolk City Public Schools
Richard Bowling Elementary,Norfolk City Public Schools,45,Master's Degree,Richard Bowling Elementary Norfolk City Public Schools
Richard Bowling Elementary,Norfolk City Public Schools,2,Doctoral Degree,Richard Bowling Elementary Norfolk City Public Schools
Tidewater Park Elementary,Norfolk City Public Schools,28,Bachelor's Degree,Tidewater Park Elementary Norfolk City Public Schools
Tidewater Park Elementary,Norfolk City Public Schools,59,Master's Degree,Tidewater Park Elementary Norfolk City Public Schools
Tidewater Park Elementary,Norfolk City Public Schools,6,Doctoral Degree,Tidewater Park Elementary Norfolk City Public Schools
William H. Ruffner Middle,Norfolk City Public Schools,49,Bachelor's Degree,William H. Ruffner Middle Norfolk City Public Schools
William H. Ruffner Middle,Norfolk City Public Schools,37,Master's Degree,William H. Ruffner Middle Norfolk City Public Schools
William H. Ruffner Middle,Norfolk City Public Schools,0,Doctoral Degree,William H. Ruffner Middle Norfolk City Public Schools
